Frame,Pitch_CV,Volume_CV
0,0.07876267416068672,5.357512676313153e-05
1,0.07888715060481812,6.240738805751445e-05
2,0.07896646267401679,7.150254588471274e-05
3,0.0790792799093259,6.316686693009218e-05
4,0.07925509167588377,5.334409647671803e-05
5,0.07941446543046257,6.153372180199672e-05
6,0.07952471255314954,7.09794083396155e-05
7,0.07961565705916403,6.59471969286547e-05
8,0.07966468998903319,6.1002617695299007e-05
9,0.07960477423852967,7.23948007839649e-05
10,0.07950836824319316,7.636745950206377e-05
11,0.0793858595415381,7.010574208409776e-05
12,0.07928132824223472,6.471237988058252e-05
13,0.07912532776047246,6.910195532243909e-05
14,0.07900228361868779,8.03268406174952e-05
15,0.07883349950383106,7.806699264349645e-05
16,0.07864185209543993,7.589212132656931e-05
17,0.07846740570121256,8.866517509264925e-05
18,0.07830385551362279,9.924742441860113e-05
19,0.07810385523920972,8.986015933271911e-05
20,0.07789472571058678,8.9767216114047e-05
21,0.0777054877827789,0.0001044522446642387
22,0.07750710721475791,0.00011316235201408114
23,0.07742411399466816,0.00010900115133810459
24,0.07739392855736131,0.00012144492055803194
25,0.07744474182566143,0.0001365548323935818
26,0.07748231633675691,0.0001482470893025319
27,0.07753756037212955,0.00015790256196229627
28,0.07754144231306924,0.0001874186726920215
29,0.0775312287925969,0.00022321508948344718
30,0.07746729724112131,0.00028527725987160813
31,0.07742201239215943,0.0007996568982494076
32,0.07738352763284362,0.0023008916993643566
33,0.07735169571713822,0.005043492062187065
34,0.07732586073088447,0.008532872598396357
35,0.07729101696445002,0.012228515381003304
36,0.07721671126046321,0.016029611539515615
37,0.07713432041051926,0.0206485681895344
38,0.07700984396638788,0.02548970958706964
39,0.07687026811060145,0.0315926799875437
40,0.07677874800644764,0.03784890047800538
41,0.07669560754032224,0.044500830705244326
42,0.07665499440649122,0.052220221765493936
43,0.07667538128942618,0.06013696580075135
44,0.07667265054476516,0.0688958019523833
45,0.07661538522290322,0.07752491592595435
46,0.07655714272280476,0.08622657872050031
47,0.07650576724236854,0.09519239145355345
48,0.07644909090464919,0.10420014016687143
49,0.07641305578392635,0.1132304395605598
50,0.07640869194687001,0.12259535578563198
51,0.07645574374825961,0.13187425438958342
52,0.07650497746817737,0.14116835319306853
53,0.07655166784747948,0.15016823094352524
54,0.07660091495340048,0.15928044783463066
55,0.07664706989257297,0.1684315840346749
56,0.07668088293675793,0.1776542280916449
57,0.07673592618208197,0.18710675525015794
58,0.07683298809157726,0.1968387706337796
59,0.07700730062577223,0.20671673342592178
60,0.0771519765487932,0.21707124531092167
61,0.07728451136687524,0.22781354817046798
62,0.0773380955378461,0.23853507423736026
63,0.07740320505760684,0.24931725239323743
64,0.07746353577421079,0.25967274150979364
65,0.07750788360294585,0.2692661812098957
66,0.07757277894665474,0.2775011628258864
67,0.07764368460581851,0.28418234626732225
68,0.07772900699047208,0.28871648824702195
69,0.07779651260481282,0.2909840903409785
70,0.07780809149761567,0.2906821470342387
71,0.07777545642171586,0.28744515248057323
72,0.07767500785340077,0.2810787863094235
73,0.0776043029842856,0.2717920910971858
74,0.077598587160902,0.2594158145871376
75,0.0775678528974623,0.24444800496637575
76,0.07755033061922079,0.22741636727531517
77,0.07753702493199995,0.20909163979359552
78,0.07756010240158619,0.19002213440097154
79,0.07751018599550318,0.17075686403461882
80,0.07743735275187279,0.15177282391484465
81,0.07735808084068384,0.1339176349517743
82,0.07733090725410606,0.11671866760085754
83,0.07736824081714322,0.10113236600368197
84,0.07743857087816766,0.0877889382932551
85,0.07750177958546828,0.0759671663368457
86,0.0776372994822729,0.06554230440187263
87,0.0777622444365177,0.05703792022775953
88,0.0778622378807226,0.049037490118409764
89,0.07792398751367004,0.042407058985409946
90,0.07799007421166732,0.03621777354551537
91,0.0780573254919465,0.03105578684608298
92,0.07811038760879098,0.026757348868935733
93,0.0781293020313695,0.022864079592706033
94,0.07819394304101682,0.01941192945437625
95,0.07823861213382964,0.01678041748203097
96,0.07824339093698643,0.01384364014675851
97,0.07825925335082616,0.01060588611422046
98,0.07822572141270925,0.0075698932207758024
99,0.07817800031115764,0.004215524659530136
100,0.07813035952562548,0.0015344606740299578
101,0.0781135199335492,0.00043119811318680405
102,0.07813082803573888,0.00025147248348029885
103,0.07817164195961851,0.0002014291990267071
104,0.07819043590816786,0.00018696988972186196
105,0.07821030073697645,0.00017956364295396238
106,0.07813113591381342,0.0001581521808924442
107,0.07804886553789864,0.00013878812516224565
108,0.07790390850880961,0.0001414728564216026
109,0.07781186635052943,0.00014062043433035276
110,0.07774335678594566,0.0001279960897141482
111,0.07775093326377966,0.00012484664236143077
112,0.07775675617518918,0.00013581925320580547
113,0.0778170065757737,0.00013515537307243333
114,0.07787931842085721,0.0001210333148753412
115,0.07791896776245494,0.00012505111744250938
116,0.07790353370071888,0.0001408700532605007
117,0.07784151634770665,0.00013922363052973777
118,0.0777712799887049,0.00013042057996122324
119,0.07767544959150771,0.0001454402040986345
120,0.07760651167482024,0.00016382437275197574
121,0.07753504380352037,0.00018063381772895825
122,0.07741754146707717,0.0002461933086597236
123,0.07725792676444004,0.0010769463523562822
124,0.07704852951575229,0.004556862613384221
125,0.07677841335636663,0.0102370263455573
126,0.07653832200224892,0.019175843056866985
127,0.07623495501081438,0.02843781006189689
128,0.07602898457895615,0.039352180029931114
129,0.07584354827606851,0.05271201885725495
130,0.07574550918833668,0.06723474199243981
131,0.07570445431639873,0.08249601849839852
132,0.07566936960190596,0.0977864419977328
133,0.07564852759486083,0.11439580943564018
134,0.07568339813330177,0.13034031950861907
135,0.07576058182798524,0.14739947901448874
136,0.07588813705286189,0.1638135063619527
137,0.07603610593267998,0.18018107272216274
138,0.07613255208602622,0.1954200640998044
139,0.07608813732727496,0.20952013458687924
140,0.07595482612100499,0.22234309089482449
141,0.07584587744063233,0.23345289655204132
142,0.075724747497311,0.24283652888583354
143,0.07566851289769858,0.25021037830322457
144,0.07566535380093387,0.25592338020231475
145,0.0757063685148621,0.25993168662805516
146,0.07579015150914302,0.2622250578932687
147,0.07588203303538432,0.26287185771856947
148,0.0759318021954317,0.261720912631027
149,0.07595653952941975,0.2586088974957496
150,0.07597398149164183,0.2534820008446467
151,0.07604187530007654,0.24637650771028793
152,0.07612269998764137,0.23709004618385712
153,0.07619301666266258,0.22542232628463646
154,0.07630648981213045,0.21141400934303473
155,0.07630164407895747,0.1951167399223872
156,0.07620973578070969,0.17676065605420813
157,0.07613219066393874,0.1569351558319464
158,0.07610282177282955,0.13619687884774967
159,0.07609345157056135,0.11502845002545635
160,0.07609872565583803,0.09457660810808385
161,0.07611338332938614,0.07534335269728284
162,0.07615197517672787,0.057439727039681684
163,0.07621036492286198,0.043251806622317986
164,0.07621273424543551,0.029867436096305787
165,0.07623164866801403,0.019095672891960964
166,0.0762874950735325,0.010986969243899268
167,0.07632814836537323,0.004924970869736403
168,0.07638079551611726,0.0012996303377330316
169,0.07649386708548793,0.0003586094594038945
170,0.07660701897087804,0.00021201675939372597
171,0.07663962727477137,0.00018696192316026148
172,0.07664230447541943,0.00016376595130023898
173,0.07661277495227137,0.00014278202804461244
174,0.07659064788891518,0.00013983440025244016
175,0.07657439728098148,0.00013402146580463373
176,0.07661800887953832,0.00012008263852435231
177,0.07669069487713305,0.00011119461129876613
178,0.07676980615628312,0.00011160356146092336
179,0.07686326723090678,0.00010485853930586244
180,0.0769285373827064,9.522165528983249e-05
181,0.07694125408578467,9.989802694930582e-05
182,0.07694762582332705,0.0001070280995817226
183,0.0769639567472802,9.869507614763551e-05
184,0.07699347288442501,9.710973038914285e-05
185,0.07697113164501698,0.0001070705879102584
186,0.07694251237008926,0.00011245863907270667
187,0.07689845903342549,0.0001047762181693243
188,0.07674004907107998,0.0001117788258161336
189,0.07652284778250315,0.00012718084491036721
190,0.07621582641218402,0.00012992930866252786
191,0.07599051320564358,0.00013491106518335238
192,0.0757431264797599,0.00016159904654491233
193,0.075527424423546,0.00018592361463166745
194,0.07531338223173387,0.00033798137589975544
195,0.07503942428941825,0.0016902627192502645
196,0.07478612095010237,0.005202910926373983
197,0.07448705755870959,0.011362797098442302
198,0.07418132124470153,0.018116497494606663
199,0.07382772327610783,0.027394641930726583
200,0.07356824229629658,0.03844493737278795
201,0.07335525090573881,0.05055097749126623
202,0.07318277225398777,0.06561005204172299
203,0.07302292998929555,0.08225928415387909
204,0.07290299809326424,0.10148286284785606
205,0.07285823529842873,0.12255442890316985
206,0.07287896352444631,0.1449939810502692
207,0.07294212538073558,0.16947841147314036
208,0.07308288589780877,0.19573855661050887
209,0.07319038219682987,0.22324322737902003
210,0.07318194901478849,0.2511137014120603
211,0.07314302251736575,0.2797295694367687
212,0.07314432765268167,0.3079361473926915
213,0.07318495417251593,0.3364521253570122
214,0.07320419655217383,0.3644938698423803
215,0.07322159166338459,0.3917644936531519
216,0.07320907575035492,0.4189072700833592
217,0.07318402384529073,0.4452684737101502
218,0.07314022484268852,0.4702265852637029
219,0.07312946918908496,0.4936515904586977
220,0.0731666019620735,0.5159758505263151
221,0.07325013731529449,0.5364798681111296
222,0.07326438671574377,0.5543997880427243
223,0.07316694330515613,0.5701367851191342
224,0.0730750885509213,0.5838228705771203
225,0.07297661441808417,0.5947147960856055
226,0.07288829356870478,0.6033381422685778
227,0.0728346692397242,0.609607252655709
228,0.07283017823563709,0.6138227321713902
229,0.0727810649897485,0.616171954344464
230,0.07268558262863556,0.6165208260100716
231,0.07259020735554854,0.6151817213596082
232,0.07255173598223597,0.6125243313396641
233,0.0725371251596992,0.6083207485559731
234,0.07259363417237806,0.6021982229022904
235,0.07265925236026193,0.5947779762301383
236,0.07268522120654806,0.586496321185251
237,0.07265277353469363,0.5763185395027959
238,0.07260248901352151,0.5644649756545596
239,0.07260053465704842,0.5505037357809754
240,0.07264917939282362,0.5355249854156157
241,0.07273041904648889,0.5183583410606325
242,0.07285191710489931,0.4991193284813149
243,0.07289953781142662,0.47773006657145667
244,0.07290452409763362,0.455374067722423
245,0.07290305833027881,0.4314417943730391
246,0.07294950776152259,0.406410857824376
247,0.07306233168983332,0.38020694598982463
248,0.07321487188975796,0.35346908333056365
249,0.07326765959353602,0.32614779218801304
250,0.07322632361553003,0.29828186440612614
251,0.07318186200576743,0.2707638098141262
252,0.07314359142250346,0.24410848073304603
253,0.0731055550942962,0.219071680795045
254,0.07311392134632137,0.1949538396707809
255,0.07312209350129956,0.17294902810126
256,0.07308025554817206,0.15267720923189376
257,0.0729922760418753,0.13389319354078408
258,0.07288951838800127,0.1165102092389787
259,0.07278189492194939,0.10089006568812435
260,0.0726799805862795,0.08646558619059641
261,0.0726221932102912,0.0737293273170285
262,0.07259469166663404,0.06202344227670054
263,0.07251059410127696,0.05150347021830004
264,0.0724033722153223,0.04208518865258686
265,0.07229546764320237,0.034502132016526556
266,0.07224630085330082,0.027552390472497936
267,0.07227379570395635,0.0212564699500606
268,0.07236285278351395,0.016152240822231583
269,0.0723840695986498,0.011609582588180994
270,0.0723352843098406,0.007795790385998073
271,0.07233808198451781,0.004266160125062695
272,0.07237491357243346,0.0015518755776885757
273,0.07250167902311894,0.0004516164105687975
274,0.07265750548683907,0.0002823668093669047
275,0.07283693147427182,0.00023726279310560164
276,0.0728923829926947,0.00021380923575383074
277,0.07291093599318572,0.00020656763125900747
278,0.07291647110552558,0.0001854296878124386
279,0.0729687166761724,0.00017290890849704007
280,0.07303117576729157,0.00017374274194455547
281,0.0731290542229845,0.00016395714877865016
282,0.07323399379538671,0.0001570076515425106
283,0.07333218682215581,0.00014858434041028492
284,0.07340737600235647,0.00013492168726548633
285,0.07351106398345571,0.00012882195660006312
286,0.07364471653280831,0.0001305905332753665
287,0.07377703717483851,0.00012129355588762309
288,0.0739060380880651,0.00012011981581182115
289,0.07388783981665994,0.00013592016298607804
290,0.07367514291817347,0.00014536319400316333
291,0.07333150413599054,0.00017432695646192297
292,0.07285413248843559,0.0006478832776784029
293,0.07246253834964435,0.0042949725228510465
294,0.07209730125123323,0.10857000500756818
295,0.07179324488063182,0.10857000500756818
296,0.07148391442475374,0.10857000500756818
297,0.07120047249914238,0.10857000500756818
298,0.0709843889418361,0.10857000500756818
299,0.07091391163477602,0.10857000500756818
300,0.07102736470523904,0.2128450374922853
301,0.07126050203067343,0.2670152557848895
302,0.0716839080061652,0.3189318506436254
303,0.07208062898419745,0.3661646383853942
304,0.07247787870935771,0.40492414872057925
305,0.07278318667126209,0.4339900318769747
306,0.07303529865628956,0.4515301911281162
307,0.07318378959023403,0.4576296031310754
308,0.07322618306249601,0.45403538795524506
309,0.07317785959079859,0.4419679378611594
310,0.07302299691931174,0.42325021458464773
311,0.07278082404169017,0.3977735329813154
312,0.07260637095446118,0.36611377985613686
313,0.07240714037523444,0.327930368767569
314,0.07217825310582884,0.28428733492713426
315,0.07185065744852939,0.23593555332088192
316,0.0715350757291381,0.12680122762802287
317,0.07125764411898163,0.12680122762802287
318,0.07121478213660624,0.12680122762802287
319,0.07136325968454746,0.12680122762802287
320,0.07159096229266629,0.01766690193516385
321,0.07181396641364778,0.010480744709079812
322,0.07186854114885842,0.009133862038973884
323,0.07170586774448087,0.01281369916336551
324,0.07141664975847133,0.02078750502384652
325,0.07108661115558053,0.06685509549936963
326,0.07080090699542155,0.06685509549936963
327,0.07057853870959398,0.06685509549936963
328,0.07042189569967618,0.11292268597489273
329,0.07041967362313829,0.14970945259407764
330,0.07054803200820937,0.18845395392720735
331,0.07084415717189091,0.2281425352983208
332,0.07124224352225368,0.26670137325783116
333,0.07159242136701947,0.300716488119557
334,0.07186568993016823,0.3285937390409987
335,0.07197908276361667,0.3485664825658013
336,0.07200977686904664,0.3600707923534732
337,0.07204057136950091,0.36321152959884084
338,0.0720858294464563,0.35801291264916946
339,0.07207131901894384,0.3445509531242098
340,0.07193472154887837,0.3229468064927817
341,0.0716883320802361,0.2934991232161634
342,0.07131623465516435,0.2567520300737488
343,0.07101006329605097,0.21321819123765112
344,0.07079315649954543,0.10770099919058672
345,0.07067396752669394,0.10770099919058672
346,0.07068705903786295,0.10770099919058672
347,0.07083787244336959,0.10770099919058672
348,0.07111927969648844,0.10770099919058672
349,0.07142531050256778,0.002183807143522313
350,0.07167323936158268,0.0004695013413618429
351,0.07169811055560313,0.0009337845848753809
352,0.07146274446062924,0.004022423172896449
353,0.07110117512710595,0.0115309924579924
354,0.07061448012829413,0.06374156406186764
355,0.07029935353301302,0.06374156406186764
356,0.07008488968209882,0.06374156406186764
357,0.07003517406606441,0.06374156406186764
358,0.07012247757919754,0.11595213566574288
359,0.07031415175959514,0.15278351502989038
360,0.07060930643804177,0.19258870561867036
361,0.0709586677366099,0.23319822151079764
362,0.07137761617302266,0.2723008675872379
363,0.0717997170131985,0.30908830339759724
364,0.07209178621789823,0.3411381631112274
365,0.07218695400793503,0.3677859080256639
366,0.07214898460974396,0.38875173125333423
367,0.07202926688976449,0.4032830370308833
368,0.07190922121270563,0.4117974431394898
369,0.0717814049607658,0.4141111450699077
370,0.07163990821351437,0.4107492985628397
371,0.07146287832066164,0.40123501461879985
372,0.07125179443556562,0.3855763235318814
373,0.07112538371396601,0.3641458479433434
374,0.07108983048935982,0.3365233357956382
375,0.07108924150521724,0.30352757966797944
376,0.07109715263313225,0.26555675893124053
377,0.07103543646519293,0.22161779388255382
378,0.070911709637243,0.17668763986161934
379,0.07086791063464079,0.09139609514840541
380,0.07093131343898838,0.09139609514840541
381,0.07117445010884327,0.09139609514840541
382,0.07145591090597507,0.09139609514840541
383,0.07174915807895996,0.006104550435191485
384,0.07195121979787202,0.001084517241397258
385,0.07208188057550043,0.0004145134776748955
386,0.07207035522671054,0.001144003556867935
387,0.0719636085438709,0.004909773325723249
388,0.07179772919171731,0.015367819973043068
389,0.07147435012543857,0.025825866620362885
390,0.07115901604710721,0.07825840521907083
391,0.07088943532785116,0.07825840521907083
392,0.07083138023179805,0.07825840521907083
393,0.07092612636273278,0.13069094381777877
394,0.07110106803908003,0.17117038169209364
395,0.07134423817394302,0.2164471767413876
396,0.0715552417430196,0.26143978860526973
397,0.07181924049892445,0.3067792114508255
398,0.07203979498131297,0.34877930660343726
399,0.07226077781580519,0.3863221211626706
400,0.07238247666426421,0.4179012314402882
401,0.07240971048785656,0.4439899149278504
402,0.07232952832844727,0.4649228946775625
403,0.07213798800808206,0.4801837250560716
404,0.0720041815196922,0.4899001259789563
405,0.07189140444239282,0.4946211741158851
406,0.0718773089809808,0.4947626177615808
407,0.07193032424681393,0.4899950873932339
408,0.07198977148720404,0.4802511540334579
409,0.0720619019656643,0.4649791492245439
410,0.07219659862326964,0.4441902473968968
411,0.07246769196089185,0.4182595780031592
412,0.072701344647451,0.38613283565904355
413,0.07305308196159428,0.34725801200021233
414,0.07334621535355162,0.30225097534879225
415,0.07362641786637884,0.2519252497312587
416,0.07378738455534324,0.1996972366685195
417,0.07394964968662195,0.11622434510906919
418,0.07419284659349142,0.11622434510906919
419,0.07453572237348964,0.11622434510906919
420,0.07491397066705031,0.03275145354961889
421,0.07520091303250902,0.019360513265806845
422,0.07543692165563844,0.013636198849243986
423,0.07550743912070824,0.012740122655944142
424,0.07545920935103351,0.01521734888529374
425,0.07536689947268851,0.02074676402782174
426,0.07522694880881137,0.029554759175569646
427,0.07507655706240679,0.042604268562308936
428,0.07497312341536912,0.06106290332245027
429,0.07479265331968363,0.08596275806653929
430,0.07468834958243534,0.11691325352346946
431,0.07460421855207017,0.15353483614338923
432,0.07454109685379061,0.1958900699900676
433,0.0745618920098244,0.23902284024895143
434,0.07467063990014845,0.28453691136895365
435,0.07478092718084514,0.32828098245464654
436,0.07484259649777313,0.3692280468728266
437,0.07479567855641593,0.40566212849891786
438,0.07467300922272198,0.4376183226922908
439,0.07456032584744528,0.46453693070114316
440,0.07445089527095597,0.48593532760163655
441,0.07434971047246267,0.5017689006488084
442,0.07424456341701025,0.5122683189782797
443,0.0741426290023355,0.5174422077207432
444,0.07411882199557264,0.5170584531374077
445,0.07409681540624562,0.5106708852903187
446,0.07408514281142009,0.4994495477706953
447,0.0741825059059883,0.4821112080800989
448,0.07438708419350953,0.45881744933195123
449,0.07462269123654175,0.4292838546550335
450,0.07486393378693813,0.3941303287626833
451,0.07508156342761865,0.35322464797649705
452,0.07531264600155566,0.3058529021562519
453,0.07556323198221375,0.2546040113804563
454,0.07590241991831928,0.2009471158290576
455,0.07625048277457311,0.12343077988994694
456,0.07657118464020381,0.12343077988994694
457,0.0769550550551254,0.12343077988994694
458,0.07726411109793706,0.04591444395083629
459,0.07753278156897277,0.03167155956947044
460,0.07766350927661737,0.025347458663131723
461,0.0776227756687572,0.024096002123396708
462,0.07746404444233392,0.02644293523777069
463,0.07732474969261553,0.032740486249815584
464,0.07713642201302799,0.042890448699161934
465,0.07692442787971164,0.05804144143736486
466,0.07677544166364729,0.08091707785543263
467,0.07661013790963303,0.1111222111869411
468,0.07641127544549539,0.14911141874785389
469,0.07622527693047167,0.19401680207325198
470,0.07609247439232482,0.2438672107594554
471,0.07600376534885146,0.29708205774076746
472,0.07590780109162187,0.35045496130423276
473,0.07583059062493192,0.4019496683047723
474,0.07577141110460663,0.45014774838254634
475,0.07561966737187478,0.4935533574431229
476,0.07547048036576183,0.532368145093733
477,0.07529399929904194,0.5656383758237332
478,0.07511098586274079,0.5936256927602469
479,0.07493743633073052,0.6169473238519141
480,0.07481921115011235,0.6360265803159371
481,0.07471707594538898,0.6503013415657869
482,0.07459953345093606,0.6616385022689989
483,0.07445072125291384,0.669703424350025
484,0.07425863210641578,0.674895753027073
485,0.07410897659018942,0.6772572968154222
486,0.07402313215140949,0.6774961661984505
487,0.07399974011074709,0.6756525976232816
488,0.07399240458097142,0.6720825583063881
489,0.07402407586463793,0.6660665933806732
490,0.07399656093497753,0.6577868078222415
491,0.07392949036574209,0.6474625263829948
492,0.07388617995225814,0.6349280445816435
493,0.07391039523211983,0.6190708480238057
494,0.0739909053486085,0.6008171397832337
495,0.07409885007873815,0.5796730780173557
496,0.07417634165149614,0.555158077242103
497,0.07425055365346027,0.5272442651139562
498,0.07427559217252122,0.49648692159854985
499,0.07428253281520131,0.46293495076202873
500,0.07432319280004367,0.42756660388060136
501,0.07438562511915635,0.3901752602125982
502,0.07447866453467793,0.3527409183561168
503,0.07453182704654672,0.31499409608741874
504,0.0745144787863473,0.27768001744485793
505,0.07441510779129307,0.24246615812598685
506,0.07428004971160024,0.20982101568540562
507,0.0741797818543289,0.17897024033554904
508,0.07410523520228376,0.15141855623151299
509,0.074042575321116,0.12731450256985874
510,0.07402547470197654,0.10552268499128793
511,0.0739820638934683,0.08664707508593716
512,0.07388831501977497,0.0697358599400292
513,0.07377670921775911,0.0549900571469081
514,0.07369903024095575,0.04301049947143988
515,0.07371967145795227,0.03139440289139024
516,0.07381647234038438,0.021998278989008493
517,0.07391178068345519,0.0145061208208095
518,0.07395705883941545,0.007385828470517577
519,0.07400641972636399,0.002603217401060961
520,0.07407379148067234,0.0005486491308624692
521,0.07412542798817173,0.00026833503886795115
522,0.07420186206667374,0.00022948477346301365
523,0.0743302472237513,0.0002063498785752614
524,0.07440326787142704,0.00018096575779564432
525,0.07442817922345721,0.00016932661129736402
526,0.07440315409039949,0.00016876098542373095
527,0.07437241313395819,0.00015110708491709906
528,0.07430079132362105,0.0001436052394099939
529,0.07422256352068483,0.0001502148300178469
530,0.07415434175517073,0.0001505441145639995
531,0.07402390853959742,0.00015445038526876114
532,0.0737948807171578,0.00018695130107812752
533,0.07349089796957421,0.0002880894561165725
534,0.07312369312868677,0.0012848231552382995
535,0.07273331042318879,0.005712983310446464
536,0.07233733906133798,0.013795620368951437
537,0.07209192007793064,0.025104080206237497
538,0.07183298792425222,0.037402948292734516
539,0.07158164563441105,0.05342863762842217
540,0.07128548700572142,0.07252232950206515
541,0.07107385429449253,0.09351087336341996
542,0.07095333341431866,0.11931131603019522
543,0.07100889202076745,0.14746581391741528
544,0.07118221399072262,0.1786713774326281
545,0.07135773795821083,0.21247897929778498
546,0.07156386902210796,0.2486636969236995
547,0.07174723718749497,0.28699226938670996
548,0.07185619256086925,0.3261089153674028
549,0.0720206663826826,0.3668582603487414
550,0.07219356669353572,0.40764306184024324
551,0.07229363376075845,0.4467698837756204
552,0.07234287417367784,0.4846082896364774
553,0.07235793342732315,0.5205210819597627
554,0.07232604127460318,0.5542336161898207
555,0.07235321486118096,0.5848495585478598
556,0.07250420228472973,0.6121480971904795
557,0.07261198638282049,0.6356788133468714
558,0.07266860917652689,0.654680018751374
559,0.0726778522117643,0.6690918048607519
560,0.07266843515848476,0.6774810828418204
561,0.07263804893112931,0.6811824110938896
562,0.07263826980018277,0.6817472084451162
563,0.0726844314323569,0.6791151414689793
564,0.0727027100197815,0.6734891344225662
565,0.07265674248465437,0.6646878896080145
566,0.07260055473605329,0.652790775223029
567,0.07259100382274133,0.6385772821429277
568,0.07258814591104953,0.6206158511143536
569,0.07260895445308656,0.6002812344954114
570,0.07264994908800992,0.5779140187276443
571,0.07264944711288841,0.552649693790334
